,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type
256,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910274,SESE10040,,"Design Topics of Microwave Devices
",微波裝置專題實作(1),Unlimited,9,M567-,1,3,李志國,,Required
257,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910275,SESE10203,,"Special topics for the application of semiconductor devices(1)
",半導體元件應用專題實作(1),Unlimited,4,M567-,1,3,謝育立,,Required
258,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910276,SESE10005,,"Optoelectronic Application Project
",光電應用專題實作(1),Unlimited,5,M567-,1,3,葉宗翰,,Required
259,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910277,SESE10060,,"Special Topics for the Intelligent Robot
",智慧型機器人專題實作(1),Unlimited,8,M567-,1,3,藍建武,,Required
260,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910278,SESE10133,,"Project of Applying Information
",資訊應用專題實作(1),Unlimited,5,M567-,1,3,張德仁,,Required
261,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910279,SESE10131,,"Information Security Practice(I)
",資訊安全專題實作(1) ,Unlimited,9,M567-,1,3,張克勤,,Required
262,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910280,SESE10090,,"Practice for Applications of Wireless
",無線通訊應用專題實作(1),Unlimited,4,M567-,1,3,鄭紹宏,,Required
263,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910281,SESE10156,,"Electronics Circuits (1)
",電子學(1),Unlimited,16,T1W34-,3,3,談光雄,,Required
264,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910282,SESE00080,,"Database Practice
",資料庫專題實作(3),Unlimited,8,M567-,1,3,劉芳萍,,Required
265,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910283,SESE00081,,"Information System Practice(3)
",資訊系統工程專題實作(3),Unlimited,3,M567-,1,3,羅序仁,,Required
266,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910284,SESE00082,,"Multimedia Design Practice(3)
",多媒體設計專題實作(3),Unlimited,6,M567-,1,3,蔡宗憲,,Required
267,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910285,SESE00083,,"IoT System Practice(3)
",物聯網系統專題實作(3),Unlimited,4,M567-,1,3,楊婷婷,,Required
268,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910288,SESE00085,,"Process Design
",程序設計,Unlimited,25,M9R12-,3,3,李金樹,,Required
269,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910289,SESE00086,,"Characterization of Materials
",材料特性分析,Unlimited,5,T9ab-,3,3,系統工程,,Elective
270,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910290,SESE00087,,"Protecting and Clean Technology of Radiochemistry
",核子放射防護與消除,Unlimited,5,W567-,3,3,賴政國,,Elective
271,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910291,SESE00088,,"Practice of Steel Processing and Heat Treatment
",鋼鐵加工及熱處理實務,Unlimited,5,W567-,3,3,劉益銘,,Elective
272,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910292,SESE00089,,"Organic Analysis ＆ Spectroscopy
",有機分析及有機光譜學,Unlimited,7,T567-,3,3,吳國輝,,Elective
273,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910293,SESE20079,,"Special Project on Explosive(3)
",火炸藥專題實作(3),Unlimited,6,M567-,1,3,楊琮貿,,Required
274,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910294,SESE00090,,"Special Project on Nuclear(3)
",核生化防護專題實作(3),Unlimited,6,M567-,1,3,汪成斌,,Required
275,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910295,SESE00091,,"Special Project on Materials Science & Engineering (3)
",材料科學與工程專題實作(3),Unlimited,7,M567-,1,3,王哲釧,,Required
276,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910296,SESE00092,,"Special Project on Energy Conversion/ Storage Batteries(3)
",創/儲能電池專題實作(3),Unlimited,6,M567-,1,3,林明憲、張仍奎,,Required
277,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910297,SESE00020,,"Project Management
",專案管理,Unlimited,9,W34-,2,2,李金樹,,Elective
278,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910298,SESE20010,,"Unit Operation & Transport Phenomena(2)
",單元操作與輸送現象(2),Unlimited,6,R456-,3,3,黃其清,,Required
279,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910299,SESE20041,,"Physical Metallurgy(I)
",物理冶金(1),Unlimited,20,F234-,3,3,王誠佑、劉益銘,,Required
280,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910300,SESE20011,,"Unit Operation Lab.(I)
",單元操作實驗(1),Unlimited,20,R123-,1,3,楊琮貿,,Required
281,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910301,SESE20031,,"Thermodynamics of Materials(II)
",材料熱力學(2),Unlimited,9,W567-,3,3,王哲釧,,Elective
282,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910302,SESE20007,,"Chemical Engineering Thermodynamics
",化工熱力學,Unlimited,6,W567-,3,3,林明憲,,Required
283,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910303,SESE20040,,"Physical Chemistry(II)
",物理化學(2),Unlimited,5,W567-,3,3,劉敏憲,,Required
284,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910304,SESE20068,,"Introduction to Polymer
",高分子導論,Unlimited,5,T34R5-,3,3,張章平,,Elective
285,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910305,SESE10086,,"Special Project on Explosive(1)
",火炸藥專題實作(1),Unlimited,5,M567-,1,3,李金樹,,Required
286,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910306,SESE10071,,"Special Project on Nuclear Bilolgical and Chemical Defense
",核生化防護專題實作(1),Unlimited,5,M567-,1,3,黃文鍵,,Required
287,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910307,SESE10067,,"Special Project on Materials Science & Engineering(1)
",材料科學與工程專題實作(1),Unlimited,3,M567-,1,3,許宏華,,Required
288,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910308,SESE10008,,"Special Project on Functional Coatings
",功能性鍍膜專題實作(1),Unlimited,7,M567-,1,3,葛明德,,Required
289,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910309,SESE10002,,"Analytical Chemistry(1)
",儀器及分析化學(1),Unlimited,16,T78R6-,3,3,王志嘉,,Required
290,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910310,SESE10061,,"Organic Chemistry(1)
",有機化學(1),Unlimited,16,M34R5-,3,3,洪耀勳,,Required
291,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910311,SESE10004,,"Analytical Chemistry Lab.(1)
",儀器及分析化學實驗(1),Unlimited,16,W234-,1,3,游竹淋,,Required
292,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910312,SESE10068,,"Introduction to Materials Science
",材料科學導論,Unlimited,16,F234-,3,3,陳智、許宏華,,Required
293,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910313,SESE10026,,"Engineering Mathematics(1)
",工程數學(1),Unlimited,16,T56W1-,3,3,陸開泰,,Required
294,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910314,SESE10063,,"Organic Chemistry Lab.(1)
",有機化學實驗(1),Unlimited,16,R234-,1,3,洪耀勳,,Required
295,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910315,SESE10065,,"Mechanics of Materials
",材料力學,Unlimited,41,T234-,3,3,曾有志,,Required
296,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910316,SESE10204,,"Underwater Acoustics
",水中聲學,Unlimited,11,T34W3-,3,3,陳冠宇,,Elective
297,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910317,SESE10205,,"Systems Engineering Management
",系統工程管理概論,Unlimited,24,W456-,3,3,鄧世剛,,Required
298,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910318,SESE10206,,"Vehicle Dynamics
",車輛運動力學,Unlimited,18,W456-,3,3,朱子文,,Required
299,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910319,SESE10207,,"Warship Design
",軍艦設計,Unlimited,11,M34W3-,3,3,林俊成,,Required
300,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910320,SESE10177,,"Mechatronics
",機電整合,Unlimited,23,W9ab-,3,3,系統工程,,Elective
301,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910321,SESE00008,,"Crisis Management
",危機管理,Unlimited,30,M34-,2,2,系統工程,,Elective
302,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910322,SESE10209,,"Ordnance Engineering and Workshop (2)
",兵器工程及實習(2),Unlimited,6,T567-,3,3,孫懷谷,,Elective
303,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910323,SESE10210,,"Introduction of Armored Fighting Vehicles
",戰甲車概論,Unlimited,6,T9ab-,3,3,王翔正,,Elective
304,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910324,SESE20062,,"Electronic Component and Lab
",電子學及實驗 ,Unlimited,24,M34W5-,3,3,李永隆,,Required
305,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910326,SESE20006,,"Ordnance Engineering and Workshop(I)
",兵器工程及實習(1),Unlimited,24,T567-,3,3,葉昭南,,Required
306,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910327,SESE20034,,"Experiments of Fluid Mechanics
",流體力學實驗 ,Unlimited,5,F34-,1,2,林俊成,,Elective
307,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910329,SESE10211,,"Automotive Drive Trains
",車輛傳動系統,Unlimited,5,W567-,3,3,蘭真,,Elective
308,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910330,SESE10212,,"Automotive Chassis Systems
",車輛底盤系統,Unlimited,8,M34T8-,3,3,朱子文,,Elective
309,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910331,SESE10213,,"Automotive Electricity & Electronics Services
",車輛電學及實務,Unlimited,14,R9ab-,3,3,周志正,,Elective
310,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910332,SESE20005,,"Internal Combustion Engines
",內燃機,Unlimited,8,T567-,3,3,周志正,,Required
311,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910333,SESE10026,,"Engineering Mathematics(1)
",工程數學(1),Unlimited,23,T9ab-,3,3,宋易哲,,Required
312,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910334,SESE20049,,"Fluid Dynamics
",船舶流體動力學 ,Unlimited,8,T567-,3,3,林俊成,,Required
313,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910335,SESE20061,,"Principles of Naval Architeeture (II)
",造船原理(2),Unlimited,8,W567-,3,3,劉宗龍,,Elective
314,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910336,SESE20037,,"Submarine Introduction
",潛艦概論,Unlimited,8,W9ab-,3,3,雷清宇,,Elective
315,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910338,SESE00094,,"Engineering Geology
",工程地質學,Unlimited,22,W34-,2,2,簡志峻,,Required
316,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910343,SESE00099,,"Special Topics in Integration of Environmental Information and Engineering(3)
",環境資訊及工程整合專題實作(3),Unlimited,5,M567-,1,3,蔡營寬,,Required
317,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910344,SESE00100,,"Special Topics in Integration of Disaster Prevention and Protection(3)
",災害防救整合專題實作(3),Unlimited,9,M567-,1,3,簡志峻,,Required
318,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910345,SESE00101,,"Geospatial Special in Internet of Things Application Environment(3)
",智慧物聯網環境專題實作(3),Unlimited,6,M567-,1,3,宋欣芳,,Required
319,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910346,SESE00102,,"Special Topics in Engineering Practices (3)
",軍事工程專題實作(3),Unlimited,5,M567-,1,3,張文南,,Required
320,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910347,SESE00103,,"Cadastral Surveying
",地籍測量學,Unlimited,5,T234-,3,3,系統工程,,Elective
321,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910348,SESE00104,,"Integration of Geospatial Information and Development of Common Operating Pictures
",空間資訊整合及圖台開發,Unlimited,6,W456-,3,3,系統工程,,Elective
322,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910349,SESE00105,,"Color Reproduction
",彩色複製學,Unlimited,9,T567-,3,3,吳憲珉,,Elective
323,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910350,SESE00106,,"Geospatial Special Practice(3)
",空間科學專題實作(3),Unlimited,9,M567-,1,3,蔡明達,,Required
324,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910351,SESE00107,,"Aviation Meteorology
",航空氣象學,Unlimited,5,M34W4-,3,3,林永慶,,Elective
325,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910352,SESE00108,,"Introduction to Physical Oceanography
",物理海洋概論,Unlimited,1,T234-,3,3,系統工程,,Elective
326,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910353,SESE20080,,"Introduction to Military Meteorology
",軍事氣象學導論,Unlimited,10,W23F2-,3,3,蔡世樵,,Required
327,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910354,SESE00110,,"Case Study of Atmospheric Science(3)
",大氣科學專題實作(3),Unlimited,10,M567-,1,3,蔡世樵,,Required
328,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910355,SESE00111,,"Climate Change and Adaptation
",氣候變遷與調適,Unlimited,6,T567-,3,3,系統工程,,Elective
329,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910356,SESE00112,,"Nautical meteorology
",航海氣象學,Unlimited,3,W567-,3,3,崔怡楓,,Elective
330,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910357,SESE20024,,"Building Equipment
",建築設備,Unlimited,25,T348-,3,3,張又升,,Elective
331,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910358,SESE20045,,"Theory of Structures
",結構學,Unlimited,30,T567-,3,3,張文南,,Required
332,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910359,SESE20016,,"Foundation Engineering
",基礎工程,Unlimited,25,R234-,3,3,李宏輝、黃郁惟,,Required
333,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910360,SESE10147,,"Special Topics in Engineering Practices(I)
",軍事工程專題實作(1),Unlimited,8,M567-,1,3,張又升,,Required
334,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910361,SESE10087,,"Special Topics in Integration of Disaster Prevention and Protection(I)
",災害防救整合專題實作(1),Unlimited,8,M567-,1,3,李宏輝,,Required
335,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910362,SESE20021,,"Synoptic Meteorology Laboratory(I)
",天氣學實習(1),Unlimited,3,T34-,1,2,系統工程,,Required
336,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910363,SESE20020,,"Synoptic Meteorology(I)
",天氣學(1),Unlimited,3,M34T2-,3,3,侯昭平,,Required
337,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910364,SESE20017,,"Dynamic Meteorology(I)
",大氣動力學(1),Unlimited,3,W7F34-,3,3,蔡世樵,,Required
338,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910365,SESE10020,,"Case Study of Armospheric Science(I)
",大氣科學專題實作(1),Unlimited,3,M567-,1,3,沈鴻禧,,Required
339,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910366,SESE20018,,"Geodesy
",大地測量學,Unlimited,6,M34T3-,3,3,李宜珊,,Required
340,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910367,SESE00032,,"War and Literature
",戰爭與文學,Unlimited,9,R34-,2,2,系統工程,,Elective
341,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910368,SESE10107,,"Geospatial Special Practice(I)
",空間科學專題實作(1),Unlimited,6,M567-,1,3,黃立信,,Required
342,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910369,SESE10102,,"Special Topics in Integration of Environmental Information and Engineering (I)
",環境資訊及工程整合專題實作(1),Unlimited,9,M567-,1,3,林玉菁,,Required
343,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910370,SESE20019,,"Geodesy Practice
",大地測量學實習,Unlimited,6,F234-,1,3,李宜珊,,Required
344,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910371,SESE10078,,"Meteorology
",氣象學,Unlimited,36,W1F12-,3,3,系統工程,,Required
345,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910372,SESE10163,,"Computer Aided Drawing and Practice
",電腦輔助製圖與實作,Unlimited,36,R123-,2,3,簡志峻,,Required
346,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910373,SESE10079,,"Hydrology and Flood Controll
",水文及防洪工程,Unlimited,25,W567-,3,3,趙振宇,,Required
347,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910374,SESE10026,,"Engineering Mathematics(1)
",工程數學(1),Unlimited,37,T234-,3,3,林志平、楊順欽,,Required
348,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910375,SESE00039,,"Service Learning(2)
",服務學習 (2),Unlimited,31,T8-,0,1,賴渝翔,,Required
349,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910376,SESE10083,,"Surveying Adjustment Computation
",測量平差計算,Unlimited,9,W567-,1,3,黃立信,,Required
350,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910377,SESE10080,,"Fluid Mechanics
",流體力學,Unlimited,27,T567-,3,3,系統工程,,Elective
351,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910378,SESE10024,,"Engineering Materials
",工程材料學,Unlimited,24,M9ab-,3,3,簡志峻,,Required
352,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910379,SESE10152,,"Introduction to Remote Sensing
",遙感探測概論,Unlimited,9,M567-,3,3,吳憲珉,,Required
353,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910380,SESE10082,,"Surveying Adjustment Theory
",測量平差,Unlimited,9,T567-,3,3,黃立信,,Required
354,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910381,SESE10028,,"Engineering Mechanics
",工程力學,Unlimited,37,T9ab-,3,3,宋欣芳,,Required
355,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910382,SESE10018,,"Meteorological Measurements and Practice
",大氣測計學及實習,Unlimited,3,W567-,3,3,林永慶,,Required
356,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910384,SESE00032,,"War and Literature
",戰爭與文學,Unlimited,26,R56-,2,2,系統工程,,Elective
357,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910385,SESE10026,,"Engineering Mathematics(1)
",工程數學(1),Unlimited,31,M567-,3,3,潘冠呈,,Required
358,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910386,SESE10169,,"Advanced Programming Language
",高階程式語言,Unlimited,19,M9ab-,3,3,雷賀君,,Elective
359,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910387,SESE10042,,"Engineering Mechanics - Statics
",應用力學－靜力學,Unlimited,12,T567-,3,3,陳幼良,,Required
360,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910388,SESE10160,,"Computer Aided Design
",電腦輔助設計,Unlimited,31,T9ab-,3,3,徐守仁,,Elective
361,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910389,SESE10030,,"Workshop Practice
",工廠實習,Unlimited,16,W34-,1,2,蔡林昌,,Required
362,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910390,SESE10035,,"Ammunitions
",彈藥學,Unlimited,12,W56-,2,2,葉昭南,,Required
363,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910393,SESE00115,,"Thermodynamics
",熱力學,Unlimited,41,M34R1-,3,3,黃寶錩,,Required
364,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910394,SESE10120,,"Introduction of Naval Architecture and Ocean Engineering
",船舶及海洋工程概論,Unlimited,6,T12F2-,3,3,陳冠宇,,Elective
365,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910395,SESE10121,,"Hull Form Calculation and Drawing
",船體計算與製圖,Unlimited,6,W567-,1,3,潘冠呈,,Required
366,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910396,SESE10144,,"Principles of Vehicle Systems
",車輛系統原理,Unlimited,13,W567-,3,3,黃寶錩,,Required
367,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910397,SESE10096,,"Fuel and Oil Analysis
",燃料及油品分析實務,Unlimited,13,F234-,3,3,黃寶錩,,Elective
368,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910398,SESE00039,,"Service Learning(2)
",服務學習 (2),Unlimited,20,M8-,0,1,劉中宇,,Required
369,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910399,SESE00039,,"Service Learning(2)
",服務學習 (2),Unlimited,16,T2-,0,1,黃文鍵,,Required
370,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910400,SESE00039,,"Service Learning(2)
",服務學習 (2),Unlimited,8,F1-,0,1,曾有志,,Required
371,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910401,SESE10214,,"Weapon System Engineering Project(3)
",兵器工程專題實作(3),Unlimited,25,M567-,1,3,陳幼良、葉昭南,,Required
372,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910402,SESE00058,,"Music and Life
",音樂與人生  ,Unlimited,30,W56-,2,2,系統工程,,Elective
373,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910403,SESE00048,,"Technology and the Future Life
",科技與未來生活  ,Unlimited,28,M34-,2,2,鄭根發,,Elective
374,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910404,SESE10217,,"Simple Vehicle Design and Manufacture Project(3)
",車輛設計製造專題實作(3),Unlimited,6,M567-,1,3,黃寶錩,,Required
375,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910405,SESE10218,,"Simple Vehicle Power Engineering Project(3)
",車輛動力工程專題實作(3),Unlimited,7,M567-,1,3,周志正,,Required
376,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910406,SESE10219,,"Simple Vehicle Control Engineering Project(3)
",車輛控制工程專題實作(3),Unlimited,5,M567-,1,3,許曆山,,Required
377,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910407,SESE10220,,"Special Ship Design Project(3)
",特殊船舶設計專題實作(3),Unlimited,11,M567-,1,3,劉宗龍,,Required
378,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910408,SESE10006,,"Wespon System Engineering Project(I)
",兵器工程專題實作(1),Unlimited,24,M567-,1,3,鄧世剛、李永隆,,Required
379,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910409,SESE00048,,"Technology and the Future Life
",科技與未來生活  ,Unlimited,27,R12-,2,2,鄭根發,,Elective
380,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910410,SESE00043,,"Environmental Protection
",環境保護  ,Unlimited,28,W12-,2,2,鄭根發,,Elective
381,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910411,SESE10141,,"Simple Vehicle Design and Manufacture Project(I)
",車輛設計製造專題實作(1),Unlimited,8,M567-,1,3,宋易哲,,Required
382,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910412,SESE00043,,"Environmental Protection
",環境保護  ,Unlimited,29,R56-,2,2,鄭根發,,Elective
383,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910413,SESE00050,,"Aesthetics and Life
",美學與人生  ,Unlimited,13,W34-,2,2,系統工程,,Elective
