,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
1717,,Center of General Education,Department of Biological Science and Technology,,,,,,,,,,,,,,
1718,111 Spring Semester,Center of General Education,Department of Biological Science and Technology,410002,BTBT10015,[English Medium Course],"General Biology (II)
GECL[ECE,COE,COS,CHK,CI] GECIDASTENG",普通生物學（二）,90,-,Wn56-SC109[GF],3,3,趙啟宏,,Required,
1719,,Center of General Education,Department of Biological Science and Technology,,,,,,,,,,,,,,
1720,111 Spring Semester,Center of General Education,Department of Biological Science and Technology,410011,BTBT10044,,"Introduction to Biotechnology (II)
GECL[ECE,CCS] GECIDLDAST",生物科技概論(二),120,-,W2-,1,1,蘭宜錚,,Required,
1721,,Center of General Education,Department of Foreign Languages and Literatures,,,,,,,,,,,,,,
1722,111 Spring Semester,Center of General Education,Department of Foreign Languages and Literatures,514103,HSFL10030,[English Medium Course],"Introduction to Western Literature (2)
GECLDAHAENG",西洋文學概論(二),65,-,T234-F326[GF],3,3,林建國,,Required,
1723,,Center of General Education,Department of Foreign Languages and Literatures,,,,,,,,,,,,,,
1724,111 Spring Semester,Center of General Education,Department of Foreign Languages and Literatures,514133,HSFL20037,[專選]華語教學學程,"Structures of Chinese
GECLDASC",漢語語法,Unlimited,-,T567-F207[GF],3,3,劉啟明,,Elective,
1725,,Center of General Education,Department of Humanities and Social Sciences,,,,,,,,,,,,,,
1726,111 Spring Semester,Center of General Education,Department of Humanities and Social Sciences,310000,HKHS10009,,"Sociology
GECL[COM,CHS] GECIDASC",社會學,60,-,T234-HKB09[LJ],3,3,許維德,,Required,
1727,111 Spring Semester,Center of General Education,Department of Humanities and Social Sciences,310011,HKHS20002,[English Medium Course],"Taiwan Society and Culture
[COE,COS,CI] GECIDASCENG",台灣社會與文化,40,-,T234-HK119[LJ],3,3,盧正恒,,Elective,
1728,,Center of General Education,Department of Humanities and Social Sciences,,,,,,,,,,,,,,
1729,111 Spring Semester,Center of General Education,Department of Humanities and Social Sciences,310012,HKHS20006,,"Political Sociology
GECLDASC",政治社會學,40,-,W234-HK106[LJ],3,3,柯朝欽,,Elective,
1730,111 Spring Semester,Center of General Education,Department of Humanities and Social Sciences,310015,HKHS20039,上課教室：資訊中心訓練教室,"Play, Theater, and Film
Optional Liberal EducationGECLDAHA",劇本、劇場、電影,Unlimited,-,M678-,3,3,段馨君,,Elective,
1731,,Center of General Education,Department of Humanities and Social Sciences,,,,,,,,,,,,,,
1732,111 Spring Semester,Center of General Education,Department of Humanities and Social Sciences,310021,HKHS20038,上課教室：資訊中心PC2電腦教室,"Film Studies: Drama Genre
Optional Liberal EducationGECLDAHA",戲劇類型電影研究,Unlimited,-,R234-,3,3,段馨君,,Elective,
1733,,Center of General Education,Department of Communication and Technology,,,,,,,,,,,,,,
1734,111 Spring Semester,Center of General Education,Department of Communication and Technology,310109,HKCT20012,,"Media Management and Entrepreneurship
GECLDASC",媒體管理與創新,Unlimited,-,W234-HK104[LJ],3,3,黃靜蓉,,Elective,
1735,111 Spring Semester,Center of General Education,Department of Communication and Technology,310114,HKCT20020,,"New Technology and Organizational Communication
GECL[COM,CHS] GECIDASC",新科技與組織傳播,Unlimited,-,R567-ED102[GF],3,3,李美華,,Elective,
1736,111 Spring Semester,Center of General Education,Department of Communication and Technology,310115,HKCT10006,,"Communication Technology and Society
GECLDASC",傳播科技與社會,Unlimited,-,F234-HKB08[LJ],3,3,蔡欣怡,,Required,
1737,111 Spring Semester,Center of General Education,Department of Communication and Technology,310116,HKCT10002,,"Human Computer Interaction
GECL[ECE,COM] GECIDAST",人機互動概論,50,-,F234-HK114[LJ],3,3,陳盈羽,,Required,
1738,,Center of General Education,College of Humanities and Social Science,,,,,,,,,,,,,,
1739,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514000,HSCH20012,,"Parametric Design and Production
GECL[COM,CBT] GECIDAST",數位設計與製造,20,-,Wn56-EA204[GF],3,3,曾聖凱,,Elective,
1740,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514001,HSCH00009,,"Psychology of Art
GECLDAHA",藝術心理學,50,-,T56-HA315[GF],2,2,陳一平,,Elective,
1741,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514002,HSCH00016,,"Introduction to Architecture
GECLDLDAHA",建築概論,100,-,W56-,2,2,凌天,,Elective,
1742,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514003,HSCH00017,,"Introduction to Architecture and Environment
[ECE,CCS,COS,COM,CBT] GECIDAHA",建築與環境概論,60,-,W56-HC103[GF],2,2,侯王怡文、張嘉和,,Elective,
1743,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514004,HSCH10008,,"Image Synthesis
GECLDAHA",影像合成,40,-,R56-HC103[GF],2,2,林欣怡,,Elective,
1744,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514006,HSCH20013,,"Creative City Case Study
Optional Liberal EducationGECLDAHA",創意城市案例分析,30,-,F56-HC104[GF],2,2,曾聖凱,,Elective,
1745,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514008,HSCH00001,,"Introduction to Music Technology
GECLDAHA",音樂科技導論,30,-,Rab-HC103[GF],2,2,林明學,,Required,
1746,111 Spring Semester,Center of General Education,College of Humanities and Social Science,514010,HSCH10018,,"Exploring Form and Image
GECLDAHA",形象探索,20,-,R56-HC104[GF],2,2,何欣怡,,Elective,
1747,,Center of General Education,Department of Electrical and Computer Engineering,,,,,,,,,,,,,,
1748,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515116,EEEC20082,遠距課程,"Discrete Mathematics
FCQR[COE,CI] GECIDL",離散數學,150,-,M2W34-ED116[GF],3,3,趙家佐,,Elective,
1749,,Center of General Education,Department of Electrical and Computer Engineering,,,,,,,,,,,,,,
1750,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515166,EEEC10020,,"Modern Biology (II)
[ECE] GECIDAST",近代生物學(二),Unlimited,-,T2F34-EE105[GF],3,3,梁美智、黃植懋、高智飛,,Elective,
1751,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515167,EEEC10008,Mabc為實驗課 EE635,"Object-Oriented Programming
FCQR[COE,CI] GECI",物件導向程式設計,50,-,"Mn56-EE207[GF],Mabc-EE635[GF]",3,3,王學誠,,Elective,
1752,,Center of General Education,Department of Electrical and Computer Engineering,,,,,,,,,,,,,,
1753,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515168,EEEC10008,T56abcd-ED713，Tabcd為實驗課 ED713,"Object-Oriented Programming
FCQR[COE,CI] GECI",物件導向程式設計,50,-,T56abcd-ED713[GF],3,3,黃紹華,,Elective,
1754,,Center of General Education,Department of Electrical and Computer Engineering,,,,,,,,,,,,,,
1755,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515169,EEEC10008,,"Object-Oriented Programming
FCQR[COE,CI] GECI",物件導向程式設計,50,-,"Mn56-ED201[GF],Mabc-ED713[GF]",3,3,溫宏斌,,Elective,
1756,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515170,EEEC10008,"M56-EE105,Tabc-PC4,R2-EE105,2abc為實驗課 PC4","Object-Oriented Programming
FCQR[COE,CI] GECI",物件導向程式設計,55,-,"Tabc-CS-PC4[GF],M56R2-EE220[GF]",3,3,蔡中庸,,Elective,
1757,,Center of General Education,Department of Electrical and Computer Engineering,,,,,,,,,,,,,,
1758,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515171,EEEC10008,"T56-EE102,Wabc-PC4,R8-EE102, 3abc為實驗課 PC4","Object-Oriented Programming
FCQR[COE,CI] GECI",物件導向程式設計,55,-,"Wabc-CS-PC4[GF],T56R8-EE102[GF]",3,3,蔡中庸,,Elective,
1759,,Center of General Education,Department of Electrical and Computer Engineering,,,,,,,,,,,,,,
1760,111 Spring Semester,Center of General Education,Department of Electrical and Computer Engineering,515172,EEEC10008,"Mn56-ED220, Mabc為實驗課PC2/PC3","Object-Oriented Programming
FCQR[COE,CI] GECI",物件導向程式設計,85,-,"Mabc-,Mn56-ED220[GF]",3,3,劉建男,,Elective,
1761,,Center of General Education,Department of Photonics,,,,,,,,,,,,,,
1762,111 Spring Semester,Center of General Education,Department of Photonics,515415,EEDP00001,,"Advanced photonics technologies and human civilization
GECL[ECE,CCS,COE,COM,CHS,CI] GECIDAST",先進光電科技與人類文明,100,-,W78-EO103[GF],2,2,陳方中,,Elective,
1763,,Center of General Education,College of Electrical and Computer Engineering,,,,,,,,,,,,,,
1764,111 Spring Semester,Center of General Education,College of Electrical and Computer Engineering,510000,EEAE00004,電機院級(學) 核心通識-社會與經濟/通識核心/通識跨院/通識校基本/基本素養-量性推理 1.電機學院大三、大四優先 2.電機學院學生可列為跨院基本素養通識課程 。 應數.傳科系及管理學院不同意所屬學生採計通識學分,"Statistics
FCQRGECLGEC[ECE,CCS,COE,CI] GECI",統計學,80,-,M56R2-EF104[GF],3,3,陳志榮,,Elective,
1765,,Center of General Education,College of Electrical and Computer Engineering,,,,,,,,,,,,,,
1766,111 Spring Semester,Center of General Education,College of Electrical and Computer Engineering,510001,EEAE00004,電機院級(學) (院級課程)通識校基本/基本素養-量性推理/通識核心/通識跨院/核心通識-社會與經濟 1.電機學院大三、大四優先 2.電機學院學生可列為跨院基本素養通識課程。應數.傳科系及管理學院不同意所屬學生採計通識學分,"Statistics
FCQRGECLGEC[ECE,CCS,COE,CI] GECI",統計學,110,-,M56R2-AB101[GF],3,3,彭南夫,,Elective,
1767,,Center of General Education,College of Electrical and Computer Engineering,,,,,,,,,,,,,,
1768,111 Spring Semester,Center of General Education,College of Electrical and Computer Engineering,510002,EEAE00003,1.電機學院大學部優先選課 2.電機學院學生可列為通識課程(跨院基本素養),"Engineering and Professional Ethics
GECL[ECE,CCS,COM] GECIDAST",工程與專業倫理,Unlimited,-,R56-ED303[GF],2,2,黃育綸、徐保羅、黃欽勇,,Elective,
1769,,Center of General Education,Department of Civil Engineering,,,,,,,,,,,,,,
1770,111 Spring Semester,Center of General Education,Department of Civil Engineering,516223,ENCV20002,,"Global Positioning System
[CCS,COS,CHS,CHK] GECIDAST",全球定位系統概論,100,-,F567-EB117[GF],3,3,王成機,,Elective,
1771,111 Spring Semester,Center of General Education,Department of Civil Engineering,516232,ENCV10011,第三小時為非同步授課,"Engineering Economics
FCQR[ECE,CCS] GECI",工程經濟學,45,-,F34-EB117[GF],3,3,黃玉霖,,Required,
1772,,Center of General Education,Department of Civil Engineering,,,,,,,,,,,,,,
1773,111 Spring Semester,Center of General Education,Department of Civil Engineering,516233,ENCV10011,"[English Medium Course]C班, 第三小時為非同步授課","Engineering Economics
FCQR[ECE,CCS] GECIENG",工程經濟學,45,-,F34-EB227[GF],3,3,王維志,,Required,
1774,,Center of General Education,Undergraduate honors Program of Interdisciplinary Science,,,,,,,,,,,,,,
1775,111 Spring Semester,Center of General Education,Undergraduate honors Program of Interdisciplinary Science,516502,SCDP10006,科學學士學位學程班學生優先。人數上限：60人,"General Biology(II)
GECL[COS,CHK] GECIDAST",普通生物學(二),Unlimited,-,Wn56-SC106[GF],3,3,陳文亮、柯立偉、莊碧簪,,Required,
1776,,Center of General Education,Department of Applied Chemistry,,,,,,,,,,,,,,
1777,111 Spring Semester,Center of General Education,Department of Applied Chemistry,516829,SCAC10016,本系學生須先修過無機化學(一)之實體課程，才能選修此課程。,"Inorganic Chemistry (1)
[COE,CBT,CI] GECIDL",無機化學(一),20,-,R56-SB201[GF],3,3,劉學儒,,Required,
1778,,Center of General Education,Department of Industrial Engineering and Management,,,,,,,,,,,,,,
1779,111 Spring Semester,Center of General Education,Department of Industrial Engineering and Management,517404,MGEM20006,,"Engineering Economy
FCQRGECL[ECE,CCS] GECI",工程經濟,60,-,T234-MB506[GF],3,3,董弘平,,Required,
1780,111 Spring Semester,Center of General Education,Department of Industrial Engineering and Management,517405,MGEM20011,工工系學生優先，不可旁聽,"Simulation
GECL[ECE,CCS] GECIDAST",模擬學,60,-,R234-MB415[GF],3,3,陳勝一,,Required,
1781,,Center of General Education,Department of Information and Finance Management,,,,,,,,,,,,,,
1782,111 Spring Semester,Center of General Education,Department of Information and Finance Management,517103,MGCM10018,管院管理基礎課程；主開大二資財系；輔開管理學院、管科系、工管系、運管系；資財系大二、管科系大二必修；工管系學生需自下列五門課(財務管理、行銷學、人力資源管理、管理資訊系統、物流運籌管理)任選一門為必修。運管系學生需自下列六門課(財務管理、行銷學、人力資源管理、管理資訊系統、資料庫管理、生產與作業管理)任選二門為必修。管院學生優先選課。外院同學請於開學加退選階段上網選課。限大二以上學生修課。,"Financial Management
[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",財務管理,60,-,R567-M-b10[GF],3,3,梁婉麗,,Required,
1783,,Center of General Education,Department of Information and Finance Management,,,,,,,,,,,,,,
1784,111 Spring Semester,Center of General Education,Department of Information and Finance Management,517503,MGIF00005,限非管院學生選課。本課程上限140人，不開放紙本加簽。,"Principles of Economics
FCQR[ECE,CCS,COE,COS,CBT,CHS,CHK] GECI",經濟學原理,140,-,R234-M-b10[GF],3,3,黃星華,,Elective,
1785,,Center of General Education,Department of Information and Finance Management,,,,,,,,,,,,,,
1786,111 Spring Semester,Center of General Education,Department of Information and Finance Management,517505,MGIF10003,大二必修；資財系優先選課。外系同學請於開學加退選階段上網選課。限大二以上學生修課。,"Investments
FCOM[ECE] GECI",投資學,60,-,R234-M101[GF],3,3,李漢星,,Required,
1787,,Center of General Education,Department of Information and Finance Management,,,,,,,,,,,,,,
1788,111 Spring Semester,Center of General Education,Department of Information and Finance Management,517509,MGIF20010,財金類課程；資財系優先選課。外系同學請於開學加退選階段上網選課。限大三以上學生修課。,"Introduction in Financial Engineering
FCQRGECL[ECE,CCS,COE,CBT,CI] GECI",財務工程導論,50,-,W234-M-b09[GF],3,3,戴天時,,Elective,
1789,,Center of General Education,I,,,,,,,,,,,,,,
1790,111 Spring Semester,Center of General Education,I,519500,XDAP00014,,"What Is Law: An Introduction to Legal Theory
GECDACE",什麼是法律？ — 法理學初探,50,-,R567-SC207[GF],3,3,程源中,,Elective,
1791,111 Spring Semester,Center of General Education,I,519512,XDAP00012,遠距課程,"Revaluation of All Values: Nietzsche&#39;s on the Genealogy of Morality
GECLDLDACE",重估一切價值：尼采的《道德系譜學》,Unlimited,-,T34-,2,2,安勤之,,Elective,
1792,,Center of General Education,I,,,,,,,,,,,,,,
1793,111 Spring Semester,Center of General Education,I,519513,XDAP00013,遠距課程,"Translation, Mediation and Symbiopoiesis: Investigate the association among the Science ,Technology ,Nature and Society.
Optional Liberal EducationFCCTGECLDL",轉譯、中介與共同生成：探索社會、科技與自然的相互聯結,Unlimited,-,T789-,3,3,安勤之,,Elective,
1794,,Center of General Education,I,,,,,,,,,,,,,,
1795,,Center of General Education,Undergraduate Degree Program of System Engineering and Technology,,,,,,,,,,,,,,
1796,111 Spring Semester,Center of General Education,Undergraduate Degree Program of System Engineering and Technology,910087,SESE00012,*系統工程學程學生不得選修,"Introduction to Defense Technology (2)
GECLDAST",國防科技概論(2),70,-,F567-EE106[GF],3,3,李永隆,,Elective,
1797,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1798,111 Spring Semester,Center of General Education,Liberal Arts College,161000,GECE00058,授課方式：跨校區交大校區實地授課。,"History of European Fashion
Art and CulturesGECLDAHA",歐洲時尚史,40,-,T56-CS100[GF],2,2,葉嘉華,,Core curriculum,
1799,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1800,111 Spring Semester,Center of General Education,Liberal Arts College,161001,GECE00171,授課方式：跨校區交大校區實地授課。,"The Golden Age of European Art, 1500-1700
Optional Liberal EducationGECDAHA",十六、十七世紀歐洲藝術,40,-,T78-CS100[GF],2,2,葉嘉華,,Core curriculum,
1801,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1802,111 Spring Semester,Center of General Education,Liberal Arts College,161002,GECE00078,授課方式：跨校區交大校區實地授課。,"Western Art History
Art and CulturesGECDAHA",西洋藝術史,40,-,W34-HC103[GF],2,2,黃桂瑩,,Core curriculum,
1803,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1804,111 Spring Semester,Center of General Education,Liberal Arts College,161003,GECE00110,,"History and Life in Taiwanese Literature during the period of Japanese Rule
Optional Liberal EducationGECLDASC",從日治時期臺灣文學看歷史與生活,35,-,"T12-CS100[GF],T12-YT301[YM]",2,2,王敬翔,,Core curriculum,
1805,111 Spring Semester,Center of General Education,Liberal Arts College,161004,GECE00089,授課方式：視訊同步遠距。上課教室：陽明校區：教學大樓301；交大校區：工程五館129。,"Logic
FCCTPhilosophy and MindGEC",邏輯學,40,-,"T78-EE129[GF],T78-YT301[YM]",2,2,劉吉宴,,Core curriculum,
1806,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1807,111 Spring Semester,Center of General Education,Liberal Arts College,161005,GECE00089,授課方式：視訊同步遠距。上課教室：陽明校區：教學大樓301；交大校區：工程五館129。,"Logic
FCCTPhilosophy and MindGEC",邏輯學,40,-,"T9a-EE129[GF],T9a-YT301[YM]",2,2,劉吉宴,,Core curriculum,
1808,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1809,111 Spring Semester,Center of General Education,Liberal Arts College,161006,GECE00189,,"A Critical Understanding of Management
Optional Liberal EducationFCOMGECL",翻轉管理學,35,-,"F34-CS100[GF],F34-YT301[YM]",2,2,徐詩偉,,Core curriculum,
1810,111 Spring Semester,Center of General Education,Liberal Arts College,161007,GECE00189,,"A Critical Understanding of Management
Optional Liberal EducationFCOMGECL",翻轉管理學,35,-,"F56-CS100[GF],F56-YT301[YM]",2,2,徐詩偉,,Core curriculum,
1811,111 Spring Semester,Center of General Education,Liberal Arts College,161008,GECE00190,授課方式：跨校區交大校區實地授課。,"Taiwan’s International Relations and Historic Events
Optional Liberal EducationGECLDASC",從臺海實例看國際關係,35,-,W9a-A204[GF],2,2,王惠民,,Core curriculum,
1812,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1813,111 Spring Semester,Center of General Education,Liberal Arts College,161009,GECE00318,[English Medium Course] 授課方式：實地線上混合。上課教室：陽明校區：知行樓501；交大校區：線上，請向教師索取線上連結,"Introduction to Hong Kong Cinema
Art and CulturesGECLDAHAENG",香港電影導論,40,-,M9a-YX501[YM],2,2,王潔瑩,,Core curriculum,
1814,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1815,111 Spring Semester,Center of General Education,Liberal Arts College,161010,GECE00314,授課方式：實地線上混合。上課教室：陽明校區：知行樓501；交大校區：線上，請向教師索取線上連結,"Conceptual tools for understanding the experiences of women in Taiwan
FCCTPhilosophy and MindGECL",(扌)台女哲學,15,-,T9a-YX501[YM],2,2,林映彤,,Core curriculum,
1816,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1817,111 Spring Semester,Center of General Education,Liberal Arts College,161011,GECE00319,[English Medium Course],"The Cultural Effects of Recent Technology
Science, Technology and SocietyGECLDASCENG",近代科技之文化影響,40,-,W9a-YX503[YM],2,2,霍弘毅,,Core curriculum,
1818,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1819,111 Spring Semester,Center of General Education,Liberal Arts College,161012,GECE00165,授課方式：純線上同步，請向教師索取線上連結,"Critical and Creative Thinking
FCCTPhilosophy and MindGECL",批判與創意思考,30,-,M9a-,2,2,楊元傑、顧醫華、嚴如玉、嚴偉哲、林映彤,,Core curriculum,
1820,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1821,111 Spring Semester,Center of General Education,Liberal Arts College,161013,GECE00165,授課方式：純線上同步，請向教師索取線上連結,"Critical and Creative Thinking
FCCTPhilosophy and MindGECL",批判與創意思考,30,-,W9a-,2,2,嚴如玉、顧醫華、嚴偉哲、林映彤、楊元傑,,Core curriculum,
1822,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1823,111 Spring Semester,Center of General Education,Liberal Arts College,161014,GECE00165,授課方式：純線上同步，請向教師索取線上連結,"Critical and Creative Thinking
FCCTPhilosophy and MindGECL",批判與創意思考,30,-,R9a-,2,2,嚴偉哲、顧醫華、嚴如玉、林映彤、楊元傑,,Core curriculum,
1824,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1825,111 Spring Semester,Center of General Education,Liberal Arts College,161015,GECE00165,授課方式：純線上同步，請向教師索取線上連結,"Critical and Creative Thinking
FCCTPhilosophy and MindGECL",批判與創意思考,30,-,R78-,2,2,顧醫華、嚴如玉、嚴偉哲、林映彤、楊元傑,,Core curriculum,
1826,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1827,111 Spring Semester,Center of General Education,Liberal Arts College,161016,GECE00165,授課方式：純線上同步，請向教師索取線上連結,"Critical and Creative Thinking
FCCTPhilosophy and MindGECL",批判與創意思考,30,-,F56-,2,2,林映彤、顧醫華、嚴如玉、嚴偉哲、楊元傑,,Core curriculum,
1828,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1829,111 Spring Semester,Center of General Education,Liberal Arts College,161018,GECE00078,,"Western Art History
Art and CulturesGECDAHA",西洋藝術史,40,-,T12-YT104[YM],2,2,黃桂瑩,,Core curriculum,
1830,111 Spring Semester,Center of General Education,Liberal Arts College,161019,GECE00320,,"Cinema and Literature
Optional Liberal EducationGECLDAHA",電影與文學,35,-,T34-YT206[YM],2,2,楊芮芳,,Core curriculum,
1831,111 Spring Semester,Center of General Education,Liberal Arts College,161020,GECE00006,,"introduction to cognitive neuroscience and its methodology
Philosophy and MindGECLDAST",人腦心智運作與歷程,40,-,T12-YL403[YM],2,2,郭文瑞,,Core curriculum,
1832,111 Spring Semester,Center of General Education,Liberal Arts College,161021,GECE00059,,"History and the Modern World
History and CivilizationsGECLDASC",歷史與現代世界,40,-,T12-YT202[YM],2,2,王文基,,Core curriculum,
1833,111 Spring Semester,Center of General Education,Liberal Arts College,161022,GECE00170,,"Contemporary Songs and Life
Optional Liberal EducationGECLDAHA",當代歌曲與人生,35,-,T12-YT206[YM],2,2,楊芮芳,,Core curriculum,
1834,111 Spring Semester,Center of General Education,Liberal Arts College,161023,GECE00131,,"Comparison of Eastern & Western Natural Philosophy and View of Ancient Medicine
Optional Liberal EducationGECLDAST",比較東西方自然哲學與古醫學觀,60,-,T34-YT202[YM],2,2,陳方佩,,Core curriculum,
1835,111 Spring Semester,Center of General Education,Liberal Arts College,161024,GECE00321,,"What Every College Student Has to Know: Legal Common Knowledge-The Judges' Version
Optional Liberal EducationGECLDASC",法官說法-大學生必備的法學常識,35,-,T34-YT104[YM],2,2,張瑜鳳,,Core curriculum,
1836,111 Spring Semester,Center of General Education,Liberal Arts College,161025,GECE00058,授課方式：實地線上混合。上課教室：陽明校區：教學大樓202；交大校區：線上，請向教師索取線上連結,"History of European Fashion
Art and CulturesGECLDAHA",歐洲時尚史,35,-,R12-YT202[YM],2,2,葉嘉華,,Core curriculum,
1837,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1838,111 Spring Semester,Center of General Education,Liberal Arts College,161026,GECE00124,,"Technology and Everyday Life
Optional Liberal EducationGECLDAST",日常生活、科技與社會,35,-,R12-YT204[YM],2,2,秦先玉,,Core curriculum,
1839,111 Spring Semester,Center of General Education,Liberal Arts College,161027,GECE00127,,"State Economics, Societies and Culture in Southeast Asia
Optional Liberal EducationGECLDASC",東南亞各國經濟、社會與文化,35,-,R12-YT205[YM],2,2,林若雩,,Core curriculum,
1840,111 Spring Semester,Center of General Education,Liberal Arts College,161028,GECE00103,,"Process of Taiwan Development and Transformation
Optional Liberal EducationGECLDASC",台灣發展歷程與轉型,35,-,R12-YT104[YM],2,2,洪德先,,Core curriculum,
1841,111 Spring Semester,Center of General Education,Liberal Arts College,161029,GECE00149,,"Introduction to Taiwan Politics
Optional Liberal EducationGECLDASC",臺灣政治概論,35,-,R12-YT206[YM],2,2,彭立忠,,Core curriculum,
1842,111 Spring Semester,Center of General Education,Liberal Arts College,161030,GECE00323,[English Medium Course],"Reading Great Ideas, Thinking the World
FCLCHistory and CivilizationsGECENG",讀透名篇，思考世界,35,-,R34-YT206[YM],2,2,鄭以旋,,Core curriculum,
1843,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1844,111 Spring Semester,Center of General Education,Liberal Arts College,161031,GECE00075,,"Economics
FCQRSociety and EconomyGEC",經濟學,50,-,R34-YT305[YM],2,2,蒲正筠、周穎政,,Core curriculum,
1845,111 Spring Semester,Center of General Education,Liberal Arts College,161032,GECE00324,[English Medium Course],"A Cross-Disciplinary Introduction to Ideas of Time
Art and CulturesGECLDAHAENG",時間概念跨領域導論,35,-,R34-YT205[YM],2,2,勞維俊,,Core curriculum,
1846,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1847,111 Spring Semester,Center of General Education,Liberal Arts College,161033,GECE00325,[English Medium Course] 授課方式：實地線上混合。上課教室：陽明校區：教學大樓104；交大校區：線上，請向教師索取線上連結,"The Ethics of Artificial Intelligence
Ethics and Moral thinkingGECLDACEENG",人工智能倫理學,40,-,R34-YT104[YM],2,2,艾力,,Core curriculum,
1848,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1849,111 Spring Semester,Center of General Education,Liberal Arts College,161034,GECE00072,,"Science, Technology and Citizen Participation
Science, Technology and SocietyGECLDAST",科技社會與公民參與,35,-,R34-YT202[YM],2,2,范玫芳,,Core curriculum,
1850,111 Spring Semester,Center of General Education,Liberal Arts College,161035,GECE00063,,"Environment, Society and Health
Science, Technology and SocietyGECLDAST",環境﹑社會與健康,35,-,R34-YT304[YM],2,2,林宜平,,Core curriculum,
1851,111 Spring Semester,Center of General Education,Liberal Arts College,161037,GECE00184,[English Medium Course] 授課方式：實地線上混合。上課教室：陽明校區：教學大樓202；交大校區：線上，請向教師索取線上連結,"Philosophy of Mind and Cognition
FCCTPhilosophy and MindGECLENG",心智哲學,40,-,R56-YT202[YM],2,2,游尚愷,,Core curriculum,
1852,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1853,111 Spring Semester,Center of General Education,Liberal Arts College,161039,GECE00329,,"Environmental Diplomacy
FCOMScience, Technology and SocietyGECL",環境外交,35,-,T78-YX201[YM],2,2,李河清,,Core curriculum,
1854,111 Spring Semester,Center of General Education,Liberal Arts College,161040,GECE00002,[English Medium Course],"Art of China
Art and CulturesGECDAHAENG",中國藝術,35,-,R56-YT205[YM],2,2,朱靜華,,Core curriculum,
1855,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1856,111 Spring Semester,Center of General Education,Liberal Arts College,161041,GECE00326,課程開放跨校區修課，北投陽明校區學生實體上課，新竹光復、博愛校區學生線上修課。[English Medium Course],"Women in East Asia
History and CivilizationsGECLDASCENG",女性的東亞史,35,-,R56-YX501[YM],2,2,嚴曉珮,,Core curriculum,
1857,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1858,111 Spring Semester,Center of General Education,Liberal Arts College,161042,GECE00071,[English Medium Course],"Introduction to Science and Technology Studies
Science, Technology and SocietyGECLDASTENG",科技與社會導論,35,-,R78-YX201[YM],2,2,陳嘉新,,Core curriculum,
1859,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1860,111 Spring Semester,Center of General Education,Liberal Arts College,161043,GECE00094,,"Selections of Dramas in Verse
Chinese LiteratureGECDAHA",中國歷代戲曲選讀,35,-,M12-YT103[YM],2,2,賈元圓,,Core curriculum,
1861,111 Spring Semester,Center of General Education,Liberal Arts College,161044,GECE00094,,"Selections of Dramas in Verse
Chinese LiteratureGECDAHA",中國歷代戲曲選讀,35,-,M34-YT103[YM],2,2,賈元圓,,Core curriculum,
