semester,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
1111.0,537803.0,MGMT30037,科管跨域；VIP；共掛核心課程；遠距網路課程,"Intellectual Property Management and The Practice
Optional Liberal EducationFCOMGECLDL",智慧財產權管理實務,30,16,M567-A722[GF],3.0,3.0,陳詩欣,,2,
1111.0,537813.0,MGMT30019,科管跨域學程、VIP、共掛核心課程、遠距網路課程,"Management of Research and Development and the Practice of Entrepreneurship
Optional Liberal EducationFCOMGECLDL",創新研發管理與創業實務,40,49,W789-A701[GF],3.0,3.0,陳詩欣、高啟明,,2,
1111.0,230012.0,MGBM30059,"For undergraduate students who would like to take this course, please consult the teacher via email first. GMBA輔開;IMBA學程;[English Medium Course]","Marketing Management
[ECE,CCS] GECIENG",行銷管理,Unlimited,32,W567-TB307[BM],3.0,3.0,高瑞麟,,1,
1111.0,250105.0,MGBM30059,限管理學院各專班,"Marketing Management
[ECE,CCS] GECI",行銷管理,Unlimited,20,Wabc-TB307[BM],3.0,3.0,唐瓔璋,,1,
1111.0,557900.0,LWLW30219,開放台聯大大三以上同學選修,"Information Privacy Law
GEC",資訊隱私權法,Unlimited,76,Mabc-A103[GF],3.0,3.0,陳鋕雄、郭詠華,,2,
1111.0,557904.0,LWLW30260,開放大三以上同學選修,"Contemporary Legal Thoughts
Optional Liberal EducationGECLDACE",當代法學思想,30,32,W789-ES806[GF],2.0,3.0,許家馨,,2,
1111.0,557909.0,LWLW30033,,"Corporate Law
Optional Liberal EducationGECL[COM] GECIDACE",公司法,110,109,"Rabc-A103[GF],Rabc-YT305[YM]",3.0,3.0,林建中,,2,
1111.0,557911.0,LWLW30228,開放通識，任何同學均可選修,"Medical Law and Policy
Optional Liberal EducationGECLDACE",醫療法律與政策,Unlimited,48,"Rab-CS100[GF],Rab-YT301[YM]",2.0,2.0,陳鋕雄、吳俊穎、黃清濱,,2,
1111.0,557913.0,LWLW30025,開放通識，開放台聯大大三以上同學選修,"Global Internet Governance
Optional Liberal EducationGECLDLDAST",全球網路治理,Unlimited,60,Fab-AB102[GF],2.0,2.0,陳鋕雄、莊弘鈺、蔡志宏、吳國龍、黃勝雄,,2,
1111.0,515502.0,CSCS10007,外系生請於開學上網加選；資訊共同；資訊工程組必修；網路與多媒體工程組必修；資工系與電資學士班學生優先選課；主開2年級[English Medium Course] 開放校際選修,"Probability
[COE,CI] GECIENG",機率,125,136,W34F7-EC022[GF],3.0,3.0,謝秉均,,1,
1111.0,515503.0,CSCS10007,外系生請於開學上網加選；資訊共同；資訊工程組必修；網路與多媒體工程組必修；資工系與電資學士班學生優先選課；主開2年級[English Medium Course] 開放校際選修,"Probability
[COE,CI] GECIENG",機率,125,104,W34F7-ED117[GF],3.0,3.0,彭文孝,,1,
1111.0,515510.0,CSCS10009,"外系生請於開學上網加選；資訊共同；需修過『資料結構與物件導向程式設計』才可修『演算法概論』；Pass the “Data Structures and Object-oriented Programming” before taking “Intro. to Algorithms”；主開2年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously][English Medium Course],開放隨班附讀,開放校際選修","Introduction to Algorithms
[COE,CBT,CI] GECIENG",演算法概論,88,46,T34-EC122[GF],3.0,3.0,林盈達,,1,
1111.0,515511.0,CSCS10009,"外系生請於開學上網加選；資訊共同；需修過『資料結構與物件導向程式設計』才可修『演算法概論』；Pass the “Data Structures and Object-oriented Programming” before taking “Intro. to Algorithms”；主開2年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],開放隨班附讀,開放校際選修","Introduction to Algorithms
[COE,CBT,CI] GECI",演算法概論,120,114,T34-EDB27[GF],3.0,3.0,游逸平,,1,
1111.0,515512.0,CSCS10009,外系生請於開學上網加選；資訊共同；需修過『資料結構與物件導向程式設計』才可修『演算法概論』；Pass the “Data Structures and Object-oriented Programming” before taking “Intro. to Algorithms”；主開2年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously]跨校區課程;陽明校區教室安排於 知行樓前棟201教室,"Introduction to Algorithms
[COE,CBT,CI] GECI",演算法概論,100,98,T34-EC114[GF],3.0,3.0,施仁忠,,1,
1111.0,515518.0,CSCS10015,一年級必修僅開學才開放選課；外系生請於開學上網加選；資工系與電資學士班學生優先選課；Mabc上課教室:EC315、EC316 ；主開1年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],"Introduction to Computers and Programming
FCQRGECL[COE,CI] GECI",計算機概論與程式設計,101,95,"M56-EC122[GF],Mabc-EC315[GF],Mabc-EC316[GF]",3.0,5.0,陳添福,,1,
1111.0,515519.0,CSCS10015,一年級必修僅開學才開放選課；外系生請於開學上網加選；資工系與電資學士班學生優先選課；Rabc上課教室:EC315、EC316 ；主開1年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],"Introduction to Computers and Programming
FCQRGECL[COE,CI] GECI",計算機概論與程式設計,96,80,"M56-EC114[GF],Rabc-EC315[GF],Rabc-EC316[GF]",3.0,5.0,黃俊龍,,1,
1111.0,515520.0,CSCS10015,"一年級必修僅開學才開放選課；外系生請於開學上網加選；資工系與電資學士班學生優先選課；Tabc上課教室:EC315、EC316 ；主開1年級[English Medium Course],開放隨班附讀,開放校際選修","Introduction to Computers and Programming
FCQRGECL[COE,CI] GECIENG",計算機概論與程式設計,99,95,"M56-EC115[GF],Tabc-EC315[GF],Tabc-EC316[GF]",3.0,5.0,黃敬群,,1,
1111.0,517000.0,MGCM10013,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。,"Economics (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",經濟學(一),135,134,W234-M101[GF],3.0,3.0,郭家豪,,1,
1111.0,517001.0,MGCM10013,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。已被鎖定選課的同學，如欲退選請Email老師，可協助進行線上即時退選。,"Economics (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",經濟學(一),140,139,W234-M-b10[GF],3.0,3.0,黃星華,,1,
1111.0,517003.0,MGCM10004,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。,"Accounting (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",會計學(一),135,121,M567-M-b10[GF],3.0,3.0,陳宗岡,,1,
1111.0,517004.0,MGCM10004,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限135人，得請授課教師簽准後可放寬至140人；若有演習課則安排於9a；管理基礎學分學程課程。,"Accounting (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",會計學(一),135,145,M567-M101[GF],3.0,3.0,蔡璧徽,,1,
1111.0,517005.0,MGCM10004,管院、雙主修、跨領域學程學生請於9月5日上網選課；非管院學生請於9月12日上網加選。管院大學部共同必修課程；管院學生優先選課；上限75人，得請授課教師簽准後可放寬至80人；若有演習課則安排於9a；管理基礎學分學程課程。,"Accounting (I)
FCQRSociety and Economy[ECE,CCS,COE,COS,CBT,CHS,CHK,CI] GECI",會計學(一),75,61,M567-M205[GF],3.0,3.0,林瑞嘉,,1,
1111.0,562000.0,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,30,24,M56-A502[GF],2.0,2.0,鄺粵敏,,2,
1111.0,562001.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,T12-A507[GF],2.0,2.0,李麥德,,2,
1111.0,562002.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,T12-A506[GF],2.0,2.0,鄭維容,,2,
1111.0,562003.0,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,30,29,W12-A307[GF],2.0,2.0,李麥德,,2,
1111.0,562004.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,34,W34-A405[GF],2.0,2.0,楊芳盈,,2,
1111.0,562005.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLEDL",英文聽力與討論,32,31,W34-A307[GF],2.0,2.0,李麥德,,2,
1111.0,562006.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,13,R34-A505[GF],2.0,2.0,鄭維容,,2,
1111.0,562007.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,R56-A505[GF],2.0,2.0,吳思葦,,2,
1111.0,562008.0,GELT00001,,"English Listening and Discussion
LCLE",英文聽力與討論,30,25,R78-A504[GF],2.0,2.0,林麗美,,2,
1111.0,562009.0,GELT00001,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Discussion
LCLE",英文聽力與討論,32,32,F34-A505[GF],2.0,2.0,吳思葦,,2,
1111.0,562010.0,GELT00002,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Listening and Writing
LCLE",英文聽力與寫作,32,13,M78-A507[GF],2.0,2.0,闕郁軒,,2,
1111.0,562011.0,GELT00002,,"English Listening and Writing
LCLE",英文聽力與寫作,32,32,W56-A502[GF],2.0,2.0,闕郁軒,,2,
1111.0,562012.0,GELT00002,,"English Listening and Writing
LCLE",英文聽力與寫作,30,20,R12-A505[GF],2.0,2.0,鄭維容,,2,
1111.0,562013.0,GELT00003,,"English Reading and Discussion
LCLE",英文閱讀與討論,30,29,W12-A505[GF],2.0,2.0,郭詩芝,,2,
1111.0,562014.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,30,W34-A507[GF],2.0,2.0,郭詩芝,,2,
1111.0,562015.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,35,W56-A505[GF],2.0,2.0,陳亞玲,,2,
1111.0,562016.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,31,R34-A308[GF],2.0,2.0,林玉書,,2,
1111.0,562017.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,32,R34-A502[GF],2.0,2.0,彭怡婷,,2,
1111.0,562018.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,30,R56-A509[GF],2.0,2.0,張月菁,,2,
1111.0,562019.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,30,R56-A308[GF],2.0,2.0,林玉書,,2,
1111.0,562020.0,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,30,T12-A504[GF],2.0,2.0,林曉薇,,2,
1111.0,562021.0,GELT00004,,"English Reading and Writing
LCLE",英文閱讀與寫作,30,30,T34-A504[GF],2.0,2.0,林曉薇,,2,
1111.0,562022.0,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,25,W34-A504[GF],2.0,2.0,王立仁,,2,
1111.0,562023.0,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,31,W34-A308[GF],2.0,2.0,黃佩如,,2,
1111.0,562024.0,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,32,W56-A405[GF],2.0,2.0,黃佩如,,2,
1111.0,562025.0,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,30,R34-A504[GF],2.0,2.0,王立仁,,2,
1111.0,562026.0,GELT00004,,"English Reading and Writing
LCLE",英文閱讀與寫作,30,31,R12-A307[GF],2.0,2.0,吳舜華,,2,
1111.0,562027.0,GELT00005,,"English Oral Presentation
LCLE",英文口語發表,30,30,T34-A505[GF],2.0,2.0,吳思葦,,2,
1111.0,562028.0,GELT00005,,"English Oral Presentation
LCLE",英文口語發表,30,27,R78-A505[GF],2.0,2.0,吳思葦,,2,
1111.0,562029.0,GELT00005,,"English Oral Presentation
LCLE",英文口語發表,30,30,F12-A509[GF],2.0,2.0,李麥德,,2,
1111.0,562030.0,GELT00006,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Communication
LCLE",英文口語溝通,32,19,M78-A502[GF],2.0,2.0,鄺粵敏,,2,
1111.0,562031.0,GELT00015,遠距課程；第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Online Presentations
LCLEDL",線上英文會議簡報,32,29,F34-,2.0,2.0,秦毓婷,,2,
1111.0,562032.0,GELT00015,遠距課程,"English for Online Presentations
LCLEDL",線上英文會議簡報,30,13,F56-,2.0,2.0,秦毓婷,,2,
1111.0,562033.0,GELT20026,,"Technical English
LCLE",科技英文,30,29,R12-A501[GF],2.0,2.0,李麥德,,2,
1111.0,562034.0,GELT20026,第二階段選課此課程不開放，保留名額供大一新生選課。,"Technical English
LCLE",科技英文,32,24,R34-A501[GF],2.0,2.0,李麥德,,2,
1111.0,562035.0,GELT20006,,"Business English
LCLE",商用英文,30,29,M34-A506[GF],2.0,2.0,王立仁,,2,
1111.0,562036.0,GELT20006,,"Business English
LCLE",商用英文,30,29,M56-A506[GF],2.0,2.0,王立仁,,2,
1111.0,562037.0,GELT20012,,"Newspaper English
LCLE",新聞英語,30,26,T78-A506[GF],2.0,2.0,秦毓婷,,2,
1111.0,562038.0,GELT20013,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Tourists
LCLE",旅遊英文,32,32,R34-A307[GF],2.0,2.0,吳舜華,,2,
1111.0,562039.0,GELT20013,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Tourists
LCLE",旅遊英文,32,34,R56-A401[GF],2.0,2.0,彭怡婷,,2,
1111.0,562040.0,GELT20021,第二階段選課此課程不開放，保留名額供大一新生選課。,"Positive psychology English class
LCLE",正向幸福心理學的英文課 ,32,33,F34-HC101[GF],2.0,2.0,孫于智,,2,
1111.0,562041.0,GELT20022,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Job Seekers
LCLE",求職英文技巧,32,30,F34-A509[GF],2.0,2.0,李麥德,,2,
1111.0,562042.0,GELT20032,,"English for Intercultural Communication
LCLE",跨文化溝通英語力,30,19,R78-A509[GF],2.0,2.0,張月菁,,2,
1111.0,562045.0,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,31,W56-A504[GF],2.0,2.0,郭詩芝,,2,
1111.0,562046.0,GELT00008,第二階段選課此課程不開放，保留名額供大一新生選課。,"Watching NBA Games to Learn English
LCLE",看美國職籃學英文,32,30,F34-A308[GF],2.0,2.0,楊芳盈,,2,
1111.0,562047.0,GELT00009,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Readers
LCLE",讀小說學英文,32,30,T12-A505[GF],2.0,2.0,郭詩芝,,2,
1111.0,562048.0,GELT00007,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for the Workplace
LCLE",職場英文,32,31,W34-A505[GF],2.0,2.0,陳亞玲,,2,
1111.0,562049.0,GELT00011,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Studying Abroad
LCLE",留學英文,32,32,R56-A504[GF],2.0,2.0,林麗美,,2,
1111.0,562050.0,GELT00012,,"Multigenre English Writing
LCLE",多文體英文寫作,25,12,M34-A505[GF],2.0,2.0,張靜芬,,2,
1111.0,562051.0,GELT00013,,"Workplace English Writing
LCLE",職場英文寫作,25,25,T56-A506[GF],2.0,2.0,秦毓婷,,2,
1111.0,562052.0,GELT00013,第二階段選課此課程不開放，保留名額供大一新生選課。,"Workplace English Writing
LCLE",職場英文寫作,27,24,R56-A506[GF],2.0,2.0,秦毓婷,,2,
1111.0,562053.0,GELT00014,,"Academic English Writing
LCLE",學術英文寫作,25,11,M56-A504[GF],2.0,2.0,林淑敏,,2,
1111.0,562054.0,GELT00014,,"Academic English Writing
LCLE",學術英文寫作,25,11,T34-A507[GF],2.0,2.0,楊芳盈,,2,
1111.0,562055.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,47,M34-A308[GF],2.0,2.0,洪淑娟,,2,
1111.0,562056.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,49,M56-A405[GF],2.0,2.0,陳曉貞,,2,
1111.0,562057.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,49,M78-A501[GF],2.0,2.0,賴郁芳,,2,
1111.0,562058.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,52,T12-A502[GF],2.0,2.0,詹兆雯,,2,
1111.0,562059.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,66,T34-A307[GF],2.0,2.0,賴薇如,,2,
1111.0,562060.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,45,T78-A405[GF],2.0,2.0,李蕙如,,2,
1111.0,562061.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,45,W12-A501[GF],2.0,2.0,周雅玲,,2,
1111.0,562062.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,50,W34-A502[GF],2.0,2.0,上條純惠,,2,
1111.0,562063.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,51,W56-A501[GF],2.0,2.0,上條純惠,,2,
1111.0,562064.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,49,R56-A502[GF],2.0,2.0,賴郁芳,,2,
1111.0,562065.0,GELT10008,,"Japanese(I)
LCLS",日文(一),45,50,R78-A502[GF],2.0,2.0,賴郁芳,,2,
1111.0,562066.0,GELT10009,,"Japanese(II)
LCLS",日文(二),45,42,M34-A405[GF],2.0,2.0,陳曉貞,,2,
1111.0,562067.0,GELT10009,,"Japanese(II)
LCLS",日文(二),45,45,T12-A307[GF],2.0,2.0,賴薇如,,2,
1111.0,562068.0,GELT10009,,"Japanese(II)
LCLS",日文(二),45,24,T56-A405[GF],2.0,2.0,李蕙如,,2,
1111.0,562069.0,GELT10009,,"Japanese(II)
LCLS",日文(二),45,45,W12-A502[GF],2.0,2.0,陳曉貞,,2,
1111.0,562070.0,GELT20014,,"Japanese(III)
LCLS",日文(三),45,29,W34-A501[GF],2.0,2.0,周雅玲,,2,
1111.0,562071.0,GELT20014,,"Japanese(III)
LCLS",日文(三),45,34,R56-A501[GF],2.0,2.0,上條純惠,,2,
1111.0,562072.0,GELT20014,,"Japanese(III)
LCLS",日文(三),45,20,R78-A501[GF],2.0,2.0,上條純惠,,2,
1111.0,562073.0,GELT20017,,"Japanese(IV)
LCLS",日文(四),45,12,M56-A501[GF],2.0,2.0,賴郁芳,,2,
1111.0,562074.0,GELT20017,,"Japanese(IV)
LCLS",日文(四),45,11,T34-A502[GF],2.0,2.0,詹兆雯,,2,
1111.0,562075.0,GELT20017,,"Japanese(IV)
LCLS",日文(四),45,10,F34-A507[GF],2.0,2.0,上條純惠,,2,
1111.0,562076.0,GELT20016,,"Japanese(V)
LCLS",日文(五),45,16,M34-A502[GF],2.0,2.0,賴郁芳,,2,
1111.0,562077.0,GELT20016,,"Japanese(V)
LCLS",日文(五),45,14,T56-A507[GF],2.0,2.0,詹兆雯,,2,
1111.0,562079.0,GELT20002,須先修畢日文(三)。,"Intermediate Japanese Listening and Conversation
LCLS",中級日語聽講,30,17,F56-A507[GF],2.0,2.0,上條純惠,,2,
1111.0,562080.0,GELT20018,須先修畢日文(四)。,"Presenting in Japanese
LCLS",日語簡報訓練,15,6,Fab-A507[GF],2.0,2.0,上條純惠,,2,
1111.0,562081.0,GELT10006,,"German (I)
LCLS",德文(一),45,54,Mab-A501[GF],2.0,2.0,張敏敏,,2,
1111.0,562082.0,GELT10006,,"German (I)
LCLS",德文(一),45,48,T34-A405[GF],2.0,2.0,汪錫麟,,2,
1111.0,562083.0,GELT10007,,"German(II)
LCLS",德文(二),45,19,T56-A308[GF],2.0,2.0,汪錫麟,,2,
1111.0,562084.0,GELT20010,,"German(III)
LCLS",德文(三),45,7,W34-A402[GF],2.0,2.0,周玉蕙,,2,
1111.0,562085.0,GELT20011,,"German (Ⅳ)
LCLS",德文(四),45,9,W56-A507[GF],2.0,2.0,周玉蕙,,2,
1111.0,562086.0,GELT10010,,"French(I)
LCLS",法文(一),45,44,M34-A501[GF],2.0,2.0,潘怡君,,2,
1111.0,562087.0,GELT10010,,"French(I)
LCLS",法文(一),45,32,F34-A502[GF],2.0,2.0,張玉蕙,,2,
1111.0,562088.0,GELT10010,,"French(I)
LCLS",法文(一),45,36,F56-A502[GF],2.0,2.0,張玉蕙,,2,
1111.0,562089.0,GELT10011,,"French (Ⅱ)
LCLS",法文(二),45,6,M56-A307[GF],2.0,2.0,潘怡君,,2,
1111.0,562090.0,GELT10011,,"French (Ⅱ)
LCLS",法文(二),45,7,F12-A502[GF],2.0,2.0,張玉蕙,,2,
1111.0,562091.0,GELT10012,,"Spanish (I)
LCLS",西班牙文(一),45,48,T12-A501[GF],2.0,2.0,馮志宇,,2,
1111.0,562092.0,GELT10012,,"Spanish (I)
LCLS",西班牙文(一),45,50,T56-A502[GF],2.0,2.0,馮志宇,,2,
1111.0,562093.0,GELT10012,,"Spanish (I)
LCLS",西班牙文(一),45,50,F34-A307[GF],2.0,2.0,李忍堅,,2,
1111.0,562094.0,GELT10013,,"Spanish (II)
LCLS",西班牙文(二),45,17,T34-A501[GF],2.0,2.0,馮志宇,,2,
1111.0,562096.0,GELT10014,,"Korean (I)
LCLS",韓文(一),45,47,T34-A308[GF],2.0,2.0,安宣映,,2,
1111.0,562097.0,GELT10014,,"Korean (I)
LCLS",韓文(一),45,49,R56-A405[GF],2.0,2.0,李相美,,2,
1111.0,562098.0,GELT10015,,"Korean (II)
LCLS",韓文(二),45,28,T56-A501[GF],2.0,2.0,安宣映,,2,
1111.0,562099.0,GELT10015,,"Korean (II)
LCLS",韓文(二),45,21,R78-A405[GF],2.0,2.0,李相美,,2,
1111.0,563000.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,52,M12-PE[GF],0.0,2.0,張祐華,,1,
1111.0,563001.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,49,M12-718[GF],0.0,2.0,陳奐杰,,1,
1111.0,563002.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,47,M12-PE[GF],0.0,2.0,江竹偉,,1,
1111.0,563003.0,GEPE20004,選修體育僅適用一學期，選修課程不得抵免大一至大三體育課程 交大校區綜合球館B1,Advanced Badminton,競技羽球(一),30,22,R78-PE[GF],1.0,2.0,王志全,,2,
1111.0,563004.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,43,M34-PE[GF],0.0,2.0,陳奐杰,,1,
1111.0,563005.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,45,M34-PE[GF],0.0,2.0,江竹偉,,1,
1111.0,563006.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,45,M34-PE[GF],0.0,2.0,留鼎淙,,1,
1111.0,563007.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,46,M34-PE[GF],0.0,2.0,張祐華,,1,
1111.0,563008.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,49,M56-PE[GF],0.0,2.0,留鼎淙,,1,
1111.0,563009.0,GEPE00001,,Physical Education,大一體育,Unlimited,51,M56-PE[GF],0.0,2.0,詹富鈞,,1,
1111.0,563010.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,46,F78-PE[GF],0.0,2.0,留鼎淙,,1,
1111.0,563011.0,GEPE10050,交大校區綜合球館2樓,Tennis,體育－網球甲,32,32,M56-PE[GF],0.0,2.0,伍啟萌,,1,
1111.0,563012.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,44,M78-PE[GF],0.0,2.0,留鼎淙,,1,
1111.0,563013.0,GEPE00001,交大校區,Physical Education,大一體育,Unlimited,35,M78-PE[GF],0.0,2.0,詹富鈞,,1,
1111.0,563014.0,GEPE10051,交大校區,Tennis,體育－網球乙,32,32,M78-PE[GF],0.0,2.0,伍啟萌,,1,
1111.0,563015.0,GEPE00001,(陽明校區)上課地點：山頂運動場,Physical Education,大一體育,Unlimited,21,W56-PhE[YM],0.0,2.0,徐煒杰,,1,
1111.0,563016.0,GEPE10016,交大校區,Tai Chi,體育－養生太極甲,40,39,T12-PE[GF],0.0,2.0,徐卉宣,,1,
1111.0,563017.0,GEPE10017,交大校區,Tai Chi,體育－養生太極乙,40,39,T34-PE[GF],0.0,2.0,徐卉宣,,1,
1111.0,563018.0,GEPE10020,交大校區,Swimming,體育－游泳,40,39,T34-PE[GF],0.0,2.0,林國威,,1,
1111.0,563019.0,GEPE10023,交大校區,Basketball,體育－籃球甲,40,33,T56-PE[GF],0.0,2.0,陳忠強,,1,
1111.0,563020.0,GEPE10046,交大校區,Volleyball,體育－排球甲,40,40,T56-PE[GF],0.0,2.0,張振興,,1,
1111.0,563021.0,GEPE10071,交大校區,Aerobic dance,有氧舞蹈,40,29,T56-PE[GF],0.0,2.0,黃惠芝,,1,
1111.0,563022.0,GEPE10060,交大校區,Baseball,體育－棒球甲,40,40,T56-PE[GF],0.0,2.0,黃杉楹,,1,
1111.0,563023.0,GEPE10050,交大校區,Tennis,體育－網球甲,32,32,T56-PE[GF],0.0,2.0,詹益欣,,1,
1111.0,563024.0,GEPE10005,交大校區,Table Tennis,桌球,40,40,T56-PE[GF],0.0,2.0,游鳳芸,,1,
1111.0,563025.0,GEPE10056,交大校區,Badminton,體育－羽球甲A,36,36,T56-PE[GF],0.0,2.0,廖威彰,,1,
1111.0,563026.0,GEPE10021,交大校區,Fundamental Swimming,體育－游泳初學甲,40,23,T56-PE[GF],0.0,2.0,林國威,,1,
1111.0,563027.0,GEPE10072,交大校區東區羽球館,Badminton,羽球甲B,36,36,T56-PE[GF],0.0,2.0,王志全,,1,
1111.0,563028.0,GEPE10023,交大校區,Basketball,體育－籃球甲,40,40,T78-PE[GF],0.0,2.0,陳忠強,,1,
1111.0,563029.0,GEPE10046,交大校區,Volleyball,體育－排球甲,40,40,T78-PE[GF],0.0,2.0,張振興,,1,
1111.0,563030.0,GEPE10068,交大校區,Pilates,皮拉提斯,40,40,T78-PE[GF],0.0,2.0,黃惠芝,,1,
1111.0,563031.0,GEPE10060,交大校區,Baseball,體育－棒球甲,40,43,T78-PE[GF],0.0,2.0,黃杉楹,,1,
1111.0,563032.0,GEPE10050,交大校區,Tennis,體育－網球甲,32,32,T78-PE[GF],0.0,2.0,詹益欣,,1,
1111.0,563033.0,GEPE10005,交大校區,Table Tennis,桌球,40,40,T78-PE[GF],0.0,2.0,游鳳芸,,1,
1111.0,563034.0,GEPE10056,交大校區,Badminton,體育－羽球甲A,36,36,T78-PE[GF],0.0,2.0,廖威彰,,1,
1111.0,563035.0,GEPE10014,交大校區體育館B1體適能教室,Aerobic dance,體育－有氧舞蹈甲,40,40,T78-PE[GF],0.0,2.0,巫慧萍,,1,
